subset	organ	dataset	study	collection_name	doi	cxg_url	collection_id	dataset_id	project_uuid	modalities	reference	donor_column	tech_id	keep_covariates	author_annotation	url	schema	annotation_file
cxg	lung	HLCAv1_core	HLCAv1	 Integrated Human Lung Cell Atlas (HLCA)	doi.org/10.1038/s41591-023-02327-2	https://cellxgene.cziscience.com/collections/6f6d381a-7701-4781-935c-db10d30de293	6f6d381a-7701-4781-935c-db10d30de293	066943a2-fdac-4b29-b348-40cede398e4e		RNA	GRCh38-Ensembl84	donor_id	sample	age_range,ann_level_1,ann_level_2,ann_level_3,ann_level_4,ann_level_5,cause_of_death,dataset,fresh_or_frozen,lung_condition,original_ann_level_1,original_ann_level_2,original_ann_level_3,original_ann_level_4,original_ann_level_5,original_ann_nonharmonized,reannotation_type,reference_genome,scanvi_label,sequencing_platform,smoking_status,study,subject_type,tissue_dissociation_protocol,tissue_level_2,tissue_level_3,tissue_sampling_method	ann_finest_level	cellxgene	cellxgene	
